都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,設置位置,緯度,経度,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,多機能トイレ数,車椅子使用者用トイレ有無,乳幼児用設備設置トイレ有無,オストメイト設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考
232114,96,愛知県,豊田市,篠原工業団地公園,ｻｻﾊﾞﾗｺｳｷﾞｮｳﾀﾞﾝﾁｺｳｴﾝ,Sasabarakogyodanchi park,豊田市篠原町敷田37番21号,,,35.15519,137.11544,3,2,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,
232114,97,愛知県,豊田市,桜城址公園,ｻｸﾗｼﾞｮｳｼｺｳｴﾝ,Sakurajoshi park,豊田市元城町1丁目51番地,,,35.08463,137.15988,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,98,愛知県,豊田市,こまんば公園,ｺﾏﾝﾊﾞｺｳｴﾝ,Komanba park,豊田市駒場町北100番地,,,35.01656,137.05933,2,2,0,0,0,0,0,0,0,0,1,有,無,無,,,,,,
232114,99,愛知県,豊田市,星ケ丘公園,ﾎｼｶﾞｵｶｺｳｴﾝ,Hoshigaoka park,豊田市西岡町星ヶ丘50番地11,,,35.04597,137.0565,2,1,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,
232114,100,愛知県,豊田市,藤岡ﾆｭｰﾊｲﾂ南公園,ﾌｼﾞｵｶﾆｭｰﾊｲﾂﾐﾅﾐｺｳｴﾝ,Fujiokanewhaitsuminami park,豊田市西中山町十七屋4番地137,,,35.17272,137.18143,3,3,0,0,0,0,0,2,2,0,0,無,無,無,,,,,,
232114,101,愛知県,豊田市,緑ヶ丘中公園,ﾐﾄﾞﾘｶﾞｵｶﾅｶｺｳｴﾝ,Midorigaokanaka park,豊田市西中山猿田70番地200,,,35.1615,137.1908,0,0,0,0,0,0,0,2,2,0,0,無,無,無,,,,,,
232114,102,愛知県,豊田市,八幡公園,ﾊﾁﾏﾝｺｳｴﾝ,Hachiman park,豊田市白浜町17番地,,,35.08439,137.16401,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,103,愛知県,豊田市,児ノ口公園,ﾁｺﾞﾉｸﾁｺｳｴﾝ,Chigonokuchi park,豊田市久保町3丁目27番地24,,,35.08979,137.16162,6,4,2,0,2,1,1,0,0,0,2,有,無,無,,,,,,
232114,104,愛知県,豊田市,丸山公園,ﾏﾙﾔﾏｺｳｴﾝ,Maruyama park,豊田市丸山町5丁目13番地1,,,35.06434,137.14808,2,2,0,0,0,0,0,0,0,0,1,有,無,無,,,,,,
232114,105,愛知県,豊田市,樹木公園,ｼﾞｭﾓｸｺｳｴﾝ,Jumoku park,豊田市樹木町4丁目1番地,,,35.0781,137.14875,3,2,1,0,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,106,愛知県,豊田市,山ノ手公園,ﾔﾏﾉﾃｺｳｴﾝ,Yamanote park,豊田市山之手7丁目45番地１,,,35.05407,137.14263,2,2,0,0,0,0,0,2,2,0,1,有,無,無,,,,,,
232114,107,愛知県,豊田市,上郷公園,ｶﾐｺﾞｳｺｳｴﾝ,Kamigo park,豊田市上郷町5丁目1番地1,,,35.01685,137.13539,2,2,0,0,0,0,0,1,1,0,1,有,無,無,,,,,,
232114,108,愛知県,豊田市,宮上公園,ﾐﾔｶﾞﾐｺｳｴﾝ,Miyagami park,豊田市宮上町2丁目112番地1,,,35.09151,137.13725,2,2,0,0,0,0,0,0,0,0,1,有,無,無,,,,,,
232114,109,愛知県,豊田市,神池公園,ｶﾐｲｹｺｳｴﾝ,Kamiike park,豊田市美里5丁目14番地,,,35.07702,137.18068,4,4,0,0,0,0,0,1,1,0,2,有,無,無,,,,,,
232114,110,愛知県,豊田市,宝来南公園,ﾎｳﾗｲﾐﾅﾐｺｳｴﾝ,Horaiminami park,豊田市宝来町4丁目755番地178,,,35.07805,137.19028,2,2,0,0,0,0,0,1,1,0,1,有,無,無,,,,,,
232114,111,愛知県,豊田市,平芝坂の上公園,ﾋﾗｼﾊﾞｻｶﾉｳｴｺｳｴﾝ,Hirashibasakanoue park,豊田市平芝町4丁目12番地,,,35.09927,137.15432,3,2,0,1,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,112,愛知県,豊田市,平山公園,ﾋﾗﾔﾏｺｳｴﾝ,Hirayama park,豊田市平山町4丁目6番地1,,,35.05547,137.17412,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,113,愛知県,豊田市,深田公園,ﾌｶﾀﾞｺｳｴﾝ,Fukada park,豊田市深田町4丁目28番地,,,35.0662,137.12009,2,2,0,0,0,0,0,2,2,0,1,有,無,無,,,,,,
232114,115,愛知県,豊田市,五ケ丘公園,ｲﾂﾂｶﾞｵｶｺｳｴﾝ,Itsutsugaoka park,豊田市五ケ丘5丁目16番地１,,,35.06197,137.19455,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,116,愛知県,豊田市,大林公園,ｵｵﾊﾞﾔｼｺｳｴﾝ,Obayashi park,豊田市大林町15丁目3番地2,,,35.04771,137.14519,2,1,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,117,愛知県,豊田市,乙部公園,ｵﾄﾍﾞｺｳｴﾝ,Otobe park,豊田市乙部ケ丘1丁目20番地１,,,35.15065,137.14357,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,118,愛知県,豊田市,和合公園,ﾜｺﾞｳｺｳｴﾝ,Wago park,豊田市京町3丁目108番地,,,35.1104,137.16811,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,119,愛知県,豊田市,梅坪中央公園,ｳﾒﾂﾎﾞﾁｭｳｵｳｺｳｴﾝ,Umetsubochuo park,豊田市東梅坪町1丁目6番地,,,35.10557,137.16162,5,3,1,1,3,2,1,0,0,0,1,有,有,無,,,,,,
232114,120,愛知県,豊田市,竹元公園,ﾀｹﾓﾄｺｳｴﾝ,Takemoto park,豊田市竹元町福田23番地1,,,35.03182,137.10778,3,2,0,1,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,121,愛知県,豊田市,明和公園,ﾒｲﾜｺｳｴﾝ,Meiwa park,豊田市明和町4丁目31番地1,,,35.04699,137.15965,3,2,0,1,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,122,愛知県,豊田市,若林東公園,ﾜｶﾊﾞﾔｼﾋｶﾞｼｺｳｴﾝ,Wakabayashihigashi park,豊田市若林東町石根47番地,,,35.02378,137.09629,3,2,0,1,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,123,愛知県,豊田市,浄水公園,ｼﾞｮｳｽｲｺｳｴﾝ,Josui park,豊田市浄水町,,,35.12195,137.13282,3,2,0,1,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,124,愛知県,豊田市,竹村新池公園,ﾀｹﾑﾗｼﾝｹｺｳｴﾝ,Takemurashinke park,豊田市住吉町上根18番地1,,,35.03593,137.12124,3,2,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,
232114,125,愛知県,豊田市,平芝公園,ﾋﾗｼﾊﾞｺｳｴﾝ,Hirashiba park,豊田市平芝町5丁目16番地,,,35.0981,137.15768,4,4,0,0,0,0,0,1,1,0,2,有,無,無,,,,,,
232114,126,愛知県,豊田市,土橋公園,ﾂﾁﾊｼｺｳｴﾝ,Tsuchihashi park,豊田市土橋町6丁目80番地１,,,35.06032,137.12563,5,4,1,0,2,2,0,1,1,0,2,有,無,無,,,,,,
232114,128,愛知県,豊田市,新生公園,ｼﾝｾｲｺｳｴﾝ,Shinsei park,豊田市新生町2丁目11番地１,,,35.07325,137.14137,2,2,0,0,0,0,0,2,1,1,1,有,無,無,,,,,,
232114,130,愛知県,豊田市,白浜公園,ｼﾗﾊﾏｺｳｴﾝ,Shirahama park,豊田市白浜町,,,35.08475,137.16605,9,8,0,1,2,1,1,6,6,0,1,有,無,無,,,,,,
232114,131,愛知県,豊田市,川端公園,ｶﾜﾊﾞﾀｺｳｴﾝ,Kawabata park,豊田市落合町,,,35.09291,137.16651,6,6,0,0,0,0,0,3,3,0,0,無,無,無,,,,,,
232114,132,愛知県,豊田市,越戸公園,ｺｼﾄﾞｺｳｴﾝ,Koshido park,豊田市越戸町,,,35.10967,137.19115,4,4,0,0,0,0,0,3,3,0,0,無,無,無,,,,,,
232114,133,愛知県,豊田市,荒井公園,ｱﾗｲｺｳｴﾝ,Arai park,豊田市荒井町,,,35.10213,137.17603,2,2,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,
232114,134,愛知県,豊田市,平井公園,ﾋﾗｲｺｳｴﾝ,Hirai park,豊田市平井町,,,35.10486,137.18762,2,2,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,
232114,135,愛知県,豊田市,御立公園,ﾐﾀﾁｺｳｴﾝ,Mitachi park,豊田市御立町,,,35.08007,137.1674,4,4,0,0,0,0,0,3,3,0,0,無,無,無,,,,,,
232114,136,愛知県,豊田市,川田公園,ｶﾜﾀﾞｺｳｴﾝ,Kawada park,豊田市川田町,,,35.09681,137.16881,2,2,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,
232114,137,愛知県,豊田市,扶桑公園,ﾌｿｳｺｳｴﾝ,Fuso park,豊田市扶桑町5丁目73番地,,,35.10985,137.19363,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,143,愛知県,豊田市,鞍ケ池緑地,ｸﾗｶﾞｲｹﾘﾖｸﾁ,Kuragaike ryokuchi,豊田市矢並町法沢713番地24,,,35.09823,137.21806,61,42,12,7,46,31,15,3,2,1,10,有,有,無,,,,,,
232114,144,愛知県,豊田市,西山公園,ﾆｼﾔﾏｺｳｴﾝ,Nishiyama park,豊田市西山町5丁目1番地,,,35.10457,137.15542,7,5,2,0,5,4,1,0,0,0,3,有,無,無,,,,,,
232114,145,愛知県,豊田市,枝下緑道,ｼﾀﾞﾚﾘﾖｸﾄﾞｳ,Shidare ryokudo,豊田市月見町～秋葉町,,,35.08104,137.14835,8,4,4,0,4,4,0,2,2,0,3,有,無,無,,,,,,
232114,146,愛知県,豊田市,明治緑道,ﾒｲｼﾞﾘﾖｸﾄﾞｳ,Meiji ryokudo,豊田市広見町上山～福受町松下,,,35.00544,137.12071,2,2,0,0,0,0,0,1,1,0,1,有,無,無,,,,,,
232114,147,愛知県,豊田市,古瀬間墓園,ｺｾﾏﾎﾞｴﾝ,Kosemaboen,豊田市古瀬間町追手678番地,,,35.0786,137.21552,11,9,2,0,3,3,0,3,3,0,5,有,無,無,,,,,,
232114,148,愛知県,豊田市,水源緑地,ｽｲｹﾞﾝﾘﾖｸﾁ,Suigen ryokuchi,豊田市平和町7丁目28番地,,,35.04863,137.17819,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
232114,149,愛知県,豊田市,若園緑地,ﾜｶｿﾞﾉﾘｮｸﾁ,Wakazono ryokuchi,豊田市花園町観音山22番地100,,,35.01495,137.08522,3,2,1,0,2,1,1,0,0,0,1,有,無,無,,,,,,
232114,150,愛知県,豊田市,山田川緑地,ﾔﾏﾀﾞｶﾞﾜﾘﾖｸﾁ,Yamadagawa ryokuchi,豊田市御船町,,,35.14585,137.19163,2,2,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,
232114,151,愛知県,豊田市,木瀬ダム周辺公園,ｷｾﾀﾞﾑｼｭｳﾍﾝｺｳｴﾝ,Kisedam park,豊田市三箇町,,,35.22594,137.21814,6,2,2,2,0,0,0,0,0,0,1,有,無,無,,,,,,
232114,152,愛知県,豊田市,野見山展望園地,ﾉﾐﾔﾏﾃﾝﾎﾞｳｴﾝﾁ,Nomiyamatenboenchi,豊田市野見山町4丁目40番地28,,,35.06415,137.18203,3,2,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,
232114,153,愛知県,豊田市,水源桜並木,ｽｲｹﾞﾝｻｸﾗﾅﾐｷ,Suigensakuranamiki,豊田市水源町6丁目6番地5,,,35.05197,137.17881,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,
